ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
oxy,Occidental Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/4bd186a6-80ec-11ea-a3b4-00000000092a.png,https://www.oxy.com/,A,High,BB,Medium,BB,Medium,505,302,300,1107,18-04-2022,BBB,High,797468
dell,Dell Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/970d18b8-80d4-11ea-8dc6-00000000092a.png,https://www.delltechnologies.com/,A,High,BB,Medium,B,Medium,500,318,275,1093,10-06-2022,BBB,High,1571996
payc,Paycom Software Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/b628d340-80cf-11ea-98d8-00000000092a.png,https://www.paycom.com/,BBB,High,BB,Medium,BB,Medium,470,305,315,1090,18-04-2022,BBB,High,1590955
peg,Public Service Enterprise Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/bd3fa8b3e81d439c73c3b9a41a0245b2f6290a78ba714a357aaad6b2d8bb6329.png,https://corporate.pseg.com/,A,High,BB,Medium,B,Medium,500,300,205,1005,19-04-2022,BBB,High,788784
oke,ONEOK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/bcc2fea52eb4ed3c09480c39a0f866f1ff14ceebca9b32d8e364cbc3a63d217b.png,https://www.oneok.com/,A,High,BB,Medium,BB,Medium,581,326,355,1262,18-04-2022,A,High,1039684
nrg,NRG Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/3ffb315a-80ec-11ea-bff8-00000000092a.png,https://www.nrg.com/,BB,Medium,BB,Medium,B,Medium,371,327,218,916,18-04-2022,BBB,High,1013871
l,Loews Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/497e1c10-80fc-11ea-a007-00000000092a.png,https://www.loews.com/,A,High,BB,Medium,BB,Medium,505,303,313,1121,18-04-2022,BBB,High,60086
omc,Omnicom Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/4a76e650-80ec-11ea-8407-00000000092a.png,https://www.omnicomgroup.com/,A,High,BB,Medium,BB,Medium,543,333,305,1181,18-04-2022,BBB,High,29989
orcl,Oracle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/1f119542-80e1-11ea-8adf-00000000092a.png,https://www.oracle.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,1341439
o,Realty Income Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295903058.jpeg,https://www.realtyincome.com/Home/default.aspx,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,726728
dpz,Domino's Pizza Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/c30c7d98-80eb-11ea-ac1e-00000000092a.png,https://www.dominos.com/,B,Medium,B,Medium,B,Medium,205,205,200,610,17-04-2022,B,Medium,1286681
t,AT&T Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,https://static.finnhub.io/logo/7d20269e-80ec-11ea-9277-00000000092a.png,https://www.att.com/,B,Medium,B,Medium,BB,Medium,210,200,305,715,16-04-2022,B,Medium,732717
unp,Union Pacific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,https://static.finnhub.io/logo/92d19634-80ec-11ea-b0ea-00000000092a.png,https://www.up.com/index.htm,B,Medium,B,Medium,B,Medium,290,257,245,792,19-04-2022,BB,Medium,100885
nem,Newmont Corporation,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/39e32600-80ec-11ea-976b-00000000092a.png,https://newmont.com/,AA,Excellent,BB,Medium,BB,Medium,675,389,355,1419,18-04-2022,A,High,1164727
fdx,FedEx Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,https://static.finnhub.io/logo/db346594-80eb-11ea-a0d5-00000000092a.png,https://www.fedex.com/,BB,Medium,B,Medium,B,Medium,335,278,255,868,17-04-2022,BB,Medium,1048911
nke,Nike Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/570aa3f1982c6fd2b7f22fab7a3cdb509c2b07a4ac0ccdcd293e4bbe9ab9089c.png,https://about.nike.com/,B,Medium,B,Medium,B,Medium,205,275,200,680,18-04-2022,B,Medium,320187
f,Ford Motor Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,https://static.finnhub.io/logo/d7154282-80eb-11ea-bbcd-00000000092a.png,https://www.ford.com/,B,Medium,B,Medium,B,Medium,292,246,215,753,17-04-2022,BB,Medium,37996
lmt,Lockheed Martin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/18803aba-80ec-11ea-b8be-00000000092a.png,https://www.lockheedmartin.com/,A,High,BB,Medium,BB,Medium,510,324,320,1154,18-04-2022,BBB,High,936468
rsg,Republic Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/67eb5792-80ec-11ea-933b-00000000092a.png,https://www.republicservices.com/,B,Medium,B,Medium,B,Medium,293,235,216,744,19-04-2022,B,Medium,1060391
enph,Enphase Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/3972ef64-80cb-11ea-b600-00000000092a.png,https://enphase.com/,A,High,BB,Medium,BB,Medium,565,316,300,1181,17-04-2022,BBB,High,1463101
exc,Exelon Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/d63a05d0-80eb-11ea-817d-00000000092a.png,https://www.exeloncorp.com/,AA,Excellent,BBB,High,BB,Medium,694,403,316,1413,17-04-2022,A,High,1109357
expd,Expeditors International of Washington Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,https://static.finnhub.io/logo/d6e89bca-80df-11ea-bc5e-00000000092a.png,https://www.expeditors.com/,A,High,BB,Medium,BB,Medium,510,302,300,1112,17-04-2022,BBB,High,746515
expe,Expedia Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/d539d658-80df-11ea-b0d2-00000000092a.png,https://www.expediagroup.com/home/default.aspx,B,Medium,B,Medium,BB,Medium,225,242,305,772,17-04-2022,BB,Medium,1324424
fast,Fastenal Co,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies and Distributors,https://static.finnhub.io/logo/d8a85892-80df-11ea-aa2a-00000000092a.png,https://www.fastenal.com/,B,Medium,BB,Medium,B,Medium,230,302,200,732,17-04-2022,B,Medium,815556
ffiv,F5 Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/013605e8-80e0-11ea-81f3-00000000092a.png,https://www.f5.com/,B,Medium,B,Medium,B,Medium,200,221,215,636,17-04-2022,B,Medium,1048695
fisv,Fiserv Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/00c11766-80e0-11ea-af10-00000000092a.png,https://www.fiserv.com/,BB,Medium,BB,Medium,BB,Medium,395,302,310,1007,17-04-2022,BBB,High,798354
eqix,Equinix Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/2905ab26-80e0-11ea-9683-00000000092a.png,https://www.equinix.com/,A,High,BB,Medium,BB,Medium,515,323,315,1153,17-04-2022,BBB,High,1101239
ftnt,Fortinet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/4a69c7b4-80ff-11ea-8df0-00000000092a.png,https://www.fortinet.com/,A,High,BB,Medium,BB,Medium,500,306,305,1111,17-04-2022,BBB,High,1262039
etsy,ETSY Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/94ad4538-80d1-11ea-9286-00000000092a.png,https://www.etsy.com/,B,Medium,B,Medium,B,Medium,235,241,235,711,17-04-2022,B,Medium,1370637
ben,Franklin Resources Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/8333d8a2-80eb-11ea-befe-00000000092a.png,https://www.franklinresources.com/,BB,Medium,BB,Medium,BB,Medium,321,349,310,980,17-04-2022,BBB,High,38777
dlr,Digital Realty Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/c066b1b0-80eb-11ea-a98e-00000000092a.png,https://www.digitalrealty.com,A,High,BB,Medium,BB,Medium,540,317,300,1157,17-04-2022,BBB,High,1297996
dhr,Danaher Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/f8702c9d5aa6591ddc26b5a9df478463a2f5d9bf3a81971882c4118325ae5792.png,https://www.danaher.com/,A,High,BB,Medium,BB,Medium,530,344,385,1259,17-04-2022,A,High,313616
efx,Equifax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/ca2b7d6c-80eb-11ea-8e3d-00000000092a.png,https://www.equifax.com/,BB,Medium,BB,Medium,BB,Medium,390,300,305,995,10-06-2022,BBB,High,33185
el,Estee Lauder Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EL_4295903171.png,https://www.elcompanies.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,17-04-2022,BBB,High,1001250
emn,Eastman Chemical Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/cca36ffe-80eb-11ea-969e-00000000092a.png,https://www.eastman.com/,A,High,BB,Medium,BB,Medium,583,365,310,1258,17-04-2022,A,High,915389
emr,Emerson Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/3da53d6ce1faa9df36b6bf625f6167c9423423748fa11799b010bc2a1dae4c7b.png,https://www.emerson.com/en-us,AA,Excellent,BB,Medium,BB,Medium,605,323,315,1243,17-04-2022,A,High,32604
eog,EOG Resources Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/ce6d8518-80eb-11ea-a7f0-00000000092a.png,https://www.eogresources.com/,A,High,B,Medium,B,Medium,550,252,240,1042,17-04-2022,BBB,High,821189
eqr,Equity Residential,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/cf2f5fcc-80eb-11ea-b4c6-00000000092a.png,https://www.equityapartments.com/,B,Medium,B,Medium,B,Medium,235,208,210,653,17-04-2022,B,Medium,906107
es,Eversource Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/41cde1b6-80ec-11ea-af1f-00000000092a.png,https://www.eversource.com/,A,High,BBB,High,BB,Medium,576,409,310,1295,17-04-2022,A,High,72741
ess,Essex Property Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7d5e1cd06ed4171ad22780035054460da22bb8f81e75da91849ee24188876730.png,https://www.essexapartmenthomes.com/,BB,Medium,BB,Medium,B,Medium,377,304,210,891,17-04-2022,BB,Medium,920522
fitb,Fifth Third Bancorp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/e692c8b6-80df-11ea-8ea1-00000000092a.png,https://www.53.com/,BB,Medium,BB,Medium,B,Medium,313,300,215,828,17-04-2022,BB,Medium,35527
etr,Entergy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/d3a911b0-80eb-11ea-b66b-00000000092a.png,https://www.entergy.com/,AA,Excellent,BB,Medium,BB,Medium,653,380,310,1343,17-04-2022,A,High,65984
exr,Extra Space Storage Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/1c8d6d4d94bfda82d7f366c837fa91927dc004010c6994936e6a93d0aa3f63f7.png,https://www.extraspace.com/,A,High,B,Medium,B,Medium,572,289,225,1086,17-04-2022,BBB,High,1289490
ew,Edwards Lifesciences Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/d54ba950-80eb-11ea-b652-00000000092a.png,https://www.edwards.com,B,Medium,BB,Medium,BB,Medium,290,333,305,928,17-04-2022,BBB,High,1099800
foxa,Fox Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/7cf20648-80da-11ea-983c-00000000092a.png,https://www.foxcorporation.com/,B,Medium,BB,Medium,BB,Medium,295,330,315,940,16-04-2022,BBB,High,1754301
fcx,Freeport-McMoRan Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/da60fbba-80eb-11ea-ad3e-00000000092a.png,https://www.fcx.com/,AA,Excellent,BB,Medium,BB,Medium,608,313,305,1226,17-04-2022,A,High,831259
fe,FirstEnergy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/db937e3a-80eb-11ea-a947-00000000092a.png,https://www.firstenergycorp.com/,A,High,BB,Medium,BB,Medium,510,304,300,1114,17-04-2022,BBB,High,1031296
flt,Fleetcor Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/e8878f02-81a2-11ea-9883-00000000092a.png,https://www.fleetcor.com/,BBB,High,BB,Medium,BB,Medium,410,302,300,1012,17-04-2022,BBB,High,1175454
fis,Fidelity National Information Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/3858d65e-8279-11ea-a7a4-00000000092a.png,https://www.fisglobal.com/,A,High,B,Medium,BB,Medium,530,298,310,1138,17-04-2022,BBB,High,1136893
frc,First Republic Bank,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/251ca7c8-80ca-11ea-81b8-00000000092a.png,https://www.firstrepublic.com/,BB,Medium,BB,Medium,B,Medium,370,331,288,989,17-04-2022,BBB,High,1132979
fmc,FMC Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/e072fb1c-80eb-11ea-8825-00000000092a.png,https://www.fmc.com/en,A,High,BB,Medium,BB,Medium,510,307,315,1132,17-04-2022,BBB,High,37785
frt,Federal Realty Investment Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/c7740aaa7f4c67e7100b4c655ddd47f7c7993a579a808c7290169dcc9f9217e2.png,http://www.federalrealty.com/,A,High,BB,Medium,BB,Medium,525,302,300,1127,17-04-2022,BBB,High,34903
ftv,Fortive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/2a546f12-80d4-11ea-84b6-00000000092a.png,https://www.fortive.com/,A,High,BB,Medium,BB,Medium,540,326,305,1171,17-04-2022,BBB,High,1659166
gps,Gap Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/369ce8f03ef2001ecf93ade3d70bf2c3019709a17446a106811fb59087e3a3c6.png,https://www.gapinc.com/,A,High,BB,Medium,BB,Medium,515,349,300,1164,17-04-2022,BBB,High,39911
grmn,Garmin Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/99414768-80e0-11ea-9385-00000000092a.png,https://www.garmin.com/,B,Medium,B,Medium,B,Medium,205,242,200,647,17-04-2022,B,Medium,1121788
it,Gartner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/5262a1a6-8279-11ea-8550-00000000092a.png,https://www.gartner.com/en,A,High,BB,Medium,BB,Medium,500,316,315,1131,17-04-2022,BBB,High,749251
lly,Eli Lilly and Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/184cd942-80ec-11ea-91ce-00000000092a.png,https://www.lilly.com/,A,High,BB,Medium,BB,Medium,510,360,310,1180,17-04-2022,BBB,High,59478
re,Everest Re Group Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/5e8651fa-80ec-11ea-9759-00000000092a.png,https://www.everestre.com/,A,High,B,Medium,BB,Medium,505,276,305,1086,17-04-2022,BBB,High,1095073
evrg,Evergy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/a5c31cb4-80ec-11ea-9d72-00000000092a.png,https://investors.evergy.com/,A,High,BB,Medium,BB,Medium,555,310,300,1165,10-06-2022,BBB,High,1711269
fbhs,Fortune Brands Home & Security Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/af502fc10da13efe152a8bab38ab27cb783098c050c8e612696741585879a659.png,https://www.fbhs.com/,A,High,BB,Medium,BB,Medium,510,302,300,1112,17-04-2022,BBB,High,1519751
gild,Gilead Sciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/14041828-80e0-11ea-b2c0-00000000092a.png,https://www.gilead.com/,A,High,BB,Medium,BB,Medium,500,303,300,1103,17-04-2022,BBB,High,882095
holx,Hologic Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/dea14800-80e0-11ea-8f94-00000000092a.png,https://www.hologic.com/,A,High,BB,Medium,BB,Medium,515,324,315,1154,17-04-2022,BBB,High,859737
hsic,Henry Schein Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/e9c35f3a-80e0-11ea-be1a-00000000092a.png,https://www.henryschein.com/,B,Medium,B,Medium,B,Medium,210,205,200,615,17-04-2022,B,Medium,1000228
hon,Honeywell International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Industrial Conglomerates,https://static.finnhub.io/logo/a9d0ab3dbb5cf97602536917732a79a73f10fca63631d75fb2db78695cd5b0bc.png,https://www.honeywell.com/,A,High,BB,Medium,BB,Medium,545,344,308,1197,17-04-2022,BBB,High,773840
hst,Host Hotels & Resorts Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/ccad0eb06bed075abb06446bc4f61bea5d97856681e3ab98dccda30c6f7ecefc.png,https://www.hosthotels.com/,A,High,BB,Medium,BB,Medium,510,318,318,1146,17-04-2022,BBB,High,1070750
gd,General Dynamics Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/22537545fad508a082f7c587450fabc47e56b2aeb4a94319c5279539d60097a6.png,https://www.gd.com,A,High,BB,Medium,BB,Medium,510,310,300,1120,11-06-2022,BBB,High,40533
has,Hasbro Inc,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,https://static.finnhub.io/logo/31ee88a5dc3f7a0f21bdfc2be90eb7ac405af6cab1f4c2641cb4d368bd7828f6.png,https://shop.hasbro.com/en-in,B,Medium,BB,Medium,BB,Medium,255,301,300,856,17-04-2022,BB,Medium,46080
hban,Huntington Bancshares Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/9a3ea734-80e0-11ea-be3c-00000000092a.png,https://www.huntington.com/,BB,Medium,BB,Medium,BB,Medium,308,300,300,908,17-04-2022,BBB,High,49196
gl,Globe Life Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/87ab9652-80ec-11ea-833e-00000000092a.png,https://www.torchmarkcorp.com/,B,Medium,B,Medium,B,Medium,215,238,215,668,07-06-2022,B,Medium,320335
gpc,Genuine Parts Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Distributors,https://static.finnhub.io/logo/ed6a18e2-80eb-11ea-b245-00000000092a.png,https://www.genpt.com/,A,High,B,Medium,BB,Medium,535,225,305,1065,17-04-2022,BBB,High,40987
gnrc,Generac Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/3007769e-8100-11ea-8961-00000000092a.png,http://investors.generac.com/,A,High,BB,Medium,B,Medium,535,311,250,1096,17-04-2022,BBB,High,1474735
gpn,Global Payments Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/ee7044c8-80eb-11ea-8f9a-00000000092a.png,https://www.globalpayments.com/,BB,Medium,BB,Medium,B,Medium,310,343,265,918,17-04-2022,BBB,High,1123360
hca,HCA Healthcare Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/5528ed98-80ca-11ea-902b-00000000092a.png,https://hcahealthcare.com/,A,High,BB,Medium,BB,Medium,520,348,305,1173,17-04-2022,BBB,High,860730
hbi,HanesBrands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/36b2329a94acf5319eb2b32c6f727e89e5345a5e9afcc46eefeabb19c84e23ab.png,https://www.hanes.com/corporate,BB,Medium,B,Medium,BB,Medium,310,223,305,838,17-04-2022,BB,Medium,1359841
hii,Huntington Ingalls Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/cd372f19d46a38088bc5547b3dc2a91dd4bedbc5609b6221b4f95fc42cfcaab9.png,https://www.huntingtoningalls.com/,A,High,BB,Medium,BB,Medium,545,315,315,1175,17-04-2022,BBB,High,1501585
hpe,Hewlett Packard Enterprise Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/fb96e13e-80d2-11ea-8716-00000000092a.png,https://investors.hpe.com/,B,Medium,BB,Medium,B,Medium,230,359,230,819,17-04-2022,BB,Medium,1645590
hes,Hess Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/532319c946c543025c26e36b019db12175bad56db7accce3e96ee76032c7cc2e.png,https://www.hess.com/,A,High,BB,Medium,BB,Medium,535,300,305,1140,17-04-2022,BBB,High,4447
hlt,Hilton Worldwide Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/1ca8321a-80cf-11ea-bccb-00000000092a.png,https://www.hilton.com,B,Medium,B,Medium,B,Medium,293,200,205,698,17-04-2022,B,Medium,1585689
hrl,Hormel Foods Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/fc88924a-80eb-11ea-8c60-00000000092a.png,https://www.hormelfoods.com/,A,High,BB,Medium,BB,Medium,570,322,300,1192,17-04-2022,BBB,High,48465
hpq,HP Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295904170.png,https://investor.hp.com/,B,Medium,B,Medium,B,Medium,245,211,200,656,17-04-2022,B,Medium,47217
hum,Humana Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/feb04fd2-80eb-11ea-b264-00000000092a.png,https://www.humana.com/,BBB,High,BB,Medium,BB,Medium,462,300,300,1062,17-04-2022,BBB,High,49071
hwm,Howmet Aerospace Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/a2081e1a9a1a03ebd504b5dd1bbd1630d116c5d274535b006710232b14114847.png,https://www.howmet.com/,A,High,BB,Medium,BB,Medium,525,315,320,1160,10-06-2022,BBB,High,4281
peak,Healthpeak Properties Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/9ff758898d5fdf747e70dc0d68e588f7ca07566f438ffea2c7b847202270d33d.png,https://www.healthpeak.com/,A,High,BB,Medium,BB,Medium,535,331,335,1201,11-06-2022,A,High,765880
gis,General Mills Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/eb28ff70-80eb-11ea-81fb-00000000092a.png,https://www.generalmills.com/,A,High,BB,Medium,BB,Medium,585,326,365,1276,17-04-2022,A,High,40704
ge,General Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,https://static.finnhub.io/logo/e8784888-80eb-11ea-95e2-00000000092a.png,https://www.ge.com,A,High,BB,Medium,BB,Medium,533,300,300,1133,10-06-2022,BBB,High,40545
spot,Spotify Technology SA,EUR,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/cffd855af5f80fb905fa2a364945ef2e7130d3d60952eb91d9ba1ebb54c10a81.png,https://www.spotify.com,A,High,B,Medium,B,Medium,500,283,255,1038,22-04-2022,BBB,High,1639920
trtn,Triton International Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,https://static.finnhub.io/logo/d8f8c765099e25410d77d6e97db44ba0c15fb106e0b4fcd0f4add7d583ca6e2d.png,https://www.tritoninternational.com/,BBB,High,BB,Medium,BB,Medium,477,306,300,1083,19-04-2022,BBB,High,1660734
trtx,TPG RE Finance Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/b65451e4-80db-11ea-8f3c-00000000092a.png,https://www.tpgrefinance.com/,B,Medium,B,Medium,BB,Medium,230,239,300,769,11-06-2022,BB,Medium,1630472
tru,TransUnion,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/3b251312-80d2-11ea-bca1-00000000092a.png,,A,High,BB,Medium,BB,Medium,510,313,310,1133,19-04-2022,BBB,High,1552033
yeti,Yeti Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Leisure Products,https://static.finnhub.io/logo/0aebcc9d893922905d4dfe5df11876799ebe829ec6f95211b7ad13b40ef8e950.png,https://www.yeti.com,B,Medium,B,Medium,BB,Medium,269,253,305,827,11-06-2022,BB,Medium,1670592
yelp,Yelp Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/51ef2134-80cc-11ea-9e31-00000000092a.png,https://www.yelp.com/,B,Medium,A,High,B,Medium,245,515,213,973,20-04-2022,BBB,High,1345016
yext,Yext Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/c2fec934-80db-11ea-bf15-00000000092a.png,https://www.yext.com/,BB,Medium,BB,Medium,BB,Medium,325,314,310,949,11-06-2022,BBB,High,1614178
spr,Spirit AeroSystems Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/74abb718-80ec-11ea-9f1c-00000000092a.png,https://www.spiritaero.com/,A,High,BB,Medium,BB,Medium,515,337,300,1152,19-04-2022,BBB,High,1364885
ysg,Yatsen Holding Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,,http://ir.yatsenglobal.com/,BB,Medium,B,Medium,BB,Medium,355,217,325,897,11-06-2022,BB,Medium,1819580
yrd,Yiren Digital Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/58187a7e-80d3-11ea-ad3d-00000000092a.png,https://www.yirendai.com/,B,Medium,B,Medium,B,Medium,200,205,205,610,20-04-2022,B,Medium,1631761
